order_id,customer_id,order_date,order_status
ORD000156,CUST07620,07-10-2025,Delivered
ORD000157,CUST06034,06-09-2024,Shipped
ORD000158,CUST41329,13-08-2025,Delivered
ORD000159,CUST04947,12-11-2025,Delivered
ORD000160,CUST24619,06-09-2025,Delivered
ORD000161,CUST34676,04-06-2024,Delivered
ORD000162,CUST36259,28-11-2024,Delivered
ORD000163,CUST18920,26-10-2024,Delivered
ORD000164,CUST04174,11-09-2024,Delivered
ORD000165,CUST43834,27-02-2025,Delivered
ORD000166,CUST26401,01-11-2025,Delivered
ORD000167,CUST04770,27-04-2025,Delivered
ORD000168,CUST37565,14-03-2025,Pending
ORD000169,CUST45815,24-10-2024,Shipped
ORD000170,CUST14212,11-11-2024,Delivered
ORD000171,CUST23256,25-10-2025,Shipped
ORD000172,CUST27963,25-07-2024,Delivered
ORD000173,CUST19357,04-06-2024,Delivered
ORD000174,CUST20307,28-12-2025,Delivered
ORD000175,CUST04998,30-08-2025,Shipped
ORD000176,CUST17377,21-04-2025,Delivered
ORD000177,CUST40881,19-06-2024,Delivered
ORD000178,CUST38056,03-07-2024,Delivered
ORD000179,CUST10579,15-07-2025,Returned
ORD000180,CUST18625,15-09-2024,Cancelled
ORD000181,CUST39195,14-12-2025,Returned
ORD000182,CUST44368,04-03-2024,Delivered
ORD000183,CUST00390,17-04-2025,Delivered
ORD000184,CUST33768,08-07-2024,Delivered
ORD000185,CUST45581,20-10-2025,Delivered
ORD000186,CUST48368,15-09-2025,Delivered
ORD000187,CUST01856,03-06-2025,Delivered
ORD000188,CUST40894,01-05-2024,Pending
ORD000189,CUST13795,26-12-2025,Delivered
ORD000190,CUST35532,07-05-2024,Delivered
ORD000191,CUST04987,18-04-2025,Delivered
ORD000192,CUST32299,16-12-2025,Delivered
ORD000193,CUST01482,31-03-2024,Delivered
ORD000194,CUST03732,18-08-2025,Pending
ORD000195,CUST16836,03-08-2024,Shipped
ORD000196,CUST27799,03-12-2025,Delivered
ORD000197,CUST26114,26-12-2024,Delivered
ORD000198,CUST19478,03-10-2025,Cancelled
ORD000199,CUST17267,15-11-2025,Delivered
ORD000200,CUST20793,28-09-2025,Shipped
ORD000201,CUST20453,15-03-2024,Shipped
ORD000202,CUST43527,27-05-2024,Shipped
ORD000203,CUST49080,15-05-2025,Delivered
ORD000204,CUST41335,23-07-2025,Delivered
ORD000205,CUST11890,20-03-2024,Delivered
ORD000206,CUST24336,12-09-2024,Delivered
ORD000207,CUST11255,05-01-2025,Returned
ORD000208,CUST21075,09-05-2025,Shipped
ORD000209,CUST11443,13-01-2024,Delivered
ORD000210,CUST46290,15-08-2024,Delivered
ORD000211,CUST37328,10-11-2025,Delivered
ORD000212,CUST16200,28-02-2025,Delivered
ORD000213,CUST07292,12-03-2025,Delivered
ORD000214,CUST40929,22-03-2024,Delivered
ORD000215,CUST00113,01-07-2025,Delivered
ORD000216,CUST21516,20-05-2024,Delivered
ORD000217,CUST19582,08-05-2024,Cancelled
ORD000218,CUST48693,02-08-2025,Delivered
ORD000219,CUST26501,05-06-2024,Delivered
ORD000220,CUST32027,08-02-2025,Shipped
ORD000221,CUST16524,25-03-2025,Delivered
ORD000222,CUST01425,12-06-2025,Shipped
ORD000223,CUST19553,25-09-2025,Delivered
ORD000224,CUST10809,25-12-2024,Delivered
ORD000225,CUST38812,12-11-2025,Delivered
ORD000226,CUST06990,31-12-2024,Delivered
ORD000227,CUST23621,01-08-2024,Cancelled
ORD000228,CUST39030,07-04-2025,Delivered
ORD000229,CUST00888,16-08-2025,Delivered
ORD000230,CUST31803,07-07-2024,Delivered
ORD000231,CUST19489,14-09-2024,Delivered
ORD000232,CUST30014,12-01-2025,Delivered
ORD000233,CUST49202,10-11-2024,Delivered
ORD000234,CUST16403,18-07-2024,Delivered
ORD000235,CUST21206,30-10-2024,Delivered
ORD000236,CUST26050,30-08-2025,Delivered
ORD000237,CUST12254,20-07-2025,Delivered
ORD000238,CUST18991,30-09-2025,Delivered
ORD000239,CUST07847,05-06-2025,Shipped
ORD000240,CUST25028,03-04-2024,Returned
ORD000241,CUST39201,29-05-2025,Delivered
ORD000242,CUST46221,07-04-2025,Delivered
ORD000243,CUST46164,28-07-2024,Delivered
ORD000244,CUST03766,01-07-2025,Shipped
ORD000245,CUST15951,15-09-2025,Shipped
ORD000246,CUST45271,26-05-2025,Shipped
ORD000247,CUST09742,18-06-2025,Delivered
ORD000248,CUST22743,14-04-2025,Delivered
ORD000249,CUST24704,18-11-2025,Delivered
ORD000250,CUST38710,24-02-2025,Delivered
ORD000251,CUST37624,01-12-2025,Delivered
ORD000252,CUST22932,04-08-2024,Delivered
ORD000253,CUST23581,25-09-2025,Returned
ORD000254,CUST15167,18-05-2025,Pending
ORD000255,CUST29241,20-06-2025,Delivered
ORD000256,CUST25992,26-11-2025,Shipped
ORD000257,CUST38557,11-02-2025,Returned
ORD000258,CUST32970,16-12-2024,Delivered
ORD000259,CUST10562,25-05-2024,Delivered
ORD000260,CUST16902,23-03-2024,Returned
ORD000261,CUST40506,12-04-2024,Delivered
ORD000262,CUST30021,30-03-2025,Shipped
ORD000263,CUST25918,16-05-2025,Delivered
ORD000264,CUST01989,01-08-2024,Delivered
ORD000265,CUST48210,19-07-2024,Delivered
ORD000266,CUST44506,28-07-2025,Delivered
ORD000267,CUST14257,22-06-2024,Shipped
ORD000268,CUST22193,30-08-2024,Delivered
ORD000269,CUST28231,12-03-2024,Delivered
ORD000270,CUST39931,31-10-2025,Shipped
ORD000271,CUST45834,18-01-2025,Returned
ORD000272,CUST22626,13-03-2025,Shipped
ORD000273,CUST32089,29-01-2024,Delivered
ORD000274,CUST14115,15-12-2025,Shipped
ORD000275,CUST41168,23-03-2024,Delivered
ORD000276,CUST38402,01-10-2025,Delivered
ORD000277,CUST05756,21-11-2024,Delivered
ORD000278,CUST10826,19-09-2025,Delivered
ORD000279,CUST22694,13-08-2025,Delivered
ORD000280,CUST04118,02-12-2024,Delivered
ORD000281,CUST24730,24-04-2025,Delivered
ORD000282,CUST32183,13-07-2024,Delivered
ORD000283,CUST28891,11-11-2025,Delivered
ORD000284,CUST29341,11-08-2024,Delivered
ORD000285,CUST01519,26-09-2025,Shipped
ORD000286,CUST30950,27-06-2024,Delivered
ORD000287,CUST22548,04-11-2025,Delivered
ORD000288,CUST16347,29-08-2024,Delivered
ORD000289,CUST02601,14-12-2024,Delivered
ORD000290,CUST46006,29-10-2025,Delivered
ORD000291,CUST29268,07-12-2025,Delivered
ORD000292,CUST36323,19-12-2025,Pending
ORD000293,CUST26991,09-01-2024,Returned
ORD000294,CUST16194,25-10-2025,Pending
ORD000295,CUST30110,12-01-2025,Delivered
ORD000296,CUST19234,13-01-2025,Shipped
ORD000297,CUST48022,22-11-2025,Delivered
ORD000298,CUST16195,15-01-2024,Cancelled
ORD000299,CUST34511,18-04-2024,Returned
ORD000300,CUST01307,24-08-2024,Delivered
ORD000301,CUST03850,19-06-2025,Delivered
ORD000302,CUST12361,31-05-2025,Delivered
ORD000303,CUST45537,18-05-2024,Shipped
ORD000304,CUST29232,30-09-2025,Delivered
ORD000305,CUST45801,20-03-2025,Delivered
ORD000306,CUST36964,11-02-2025,Shipped
ORD000307,CUST18690,22-02-2025,Shipped
ORD000308,CUST29085,25-04-2024,Returned
ORD000309,CUST40388,30-11-2024,Delivered
ORD000310,CUST09281,16-04-2025,Delivered
ORD000311,CUST02643,27-11-2024,Returned
ORD000312,CUST42138,28-09-2024,Delivered
ORD000313,CUST14297,28-06-2025,Delivered
ORD000314,CUST15439,24-10-2024,Returned
ORD000315,CUST48443,18-07-2024,Cancelled
ORD000316,CUST37526,09-06-2025,Delivered
ORD000317,CUST02995,01-01-2026,Delivered
ORD000318,CUST47995,04-03-2025,Returned
ORD000319,CUST34040,15-06-2024,Delivered
ORD000320,CUST01814,30-10-2024,Delivered
ORD000321,CUST27492,27-12-2024,Returned
ORD000322,CUST18846,16-10-2024,Delivered
ORD000323,CUST41244,24-02-2024,Delivered
ORD000324,CUST37165,16-12-2024,Delivered
ORD000325,CUST42052,21-03-2024,Delivered
ORD000326,CUST13319,26-04-2024,Delivered
ORD000327,CUST17201,30-09-2025,Shipped
ORD000328,CUST00083,28-09-2024,Delivered
ORD000329,CUST01921,21-11-2024,Delivered
ORD000330,CUST40586,13-05-2024,Delivered
ORD000331,CUST11684,20-11-2025,Delivered
ORD000332,CUST11337,28-09-2024,Cancelled
ORD000333,CUST15597,26-06-2025,Delivered
ORD000334,CUST02094,23-05-2024,Shipped
ORD000335,CUST12906,11-12-2025,Delivered
ORD000336,CUST24352,18-07-2025,Delivered
ORD000337,CUST30982,17-09-2024,Delivered
ORD000338,CUST08368,23-07-2024,Cancelled
ORD000339,CUST05286,09-05-2025,Delivered
ORD000340,CUST43665,07-08-2025,Delivered
ORD000341,CUST37706,05-06-2025,Delivered
ORD000342,CUST16754,27-03-2025,Pending
ORD000343,CUST18486,14-04-2024,Shipped
ORD000344,CUST12978,13-01-2025,Delivered
ORD000345,CUST19875,11-01-2024,Delivered
ORD000346,CUST07675,23-04-2024,Delivered
ORD000347,CUST29039,18-05-2025,Pending
ORD000348,CUST29316,29-03-2024,Shipped
ORD000349,CUST03677,20-07-2025,Delivered
ORD000350,CUST02427,19-06-2025,Pending
ORD000351,CUST24474,28-05-2024,Delivered
ORD000352,CUST02963,03-06-2024,Delivered
ORD000353,CUST29944,23-09-2024,Cancelled
ORD000354,CUST00860,23-09-2024,Delivered
ORD000355,CUST44817,12-06-2025,Pending
ORD000356,CUST04139,10-07-2025,Delivered
ORD000357,CUST35193,27-05-2024,Delivered
ORD000358,CUST25641,22-08-2025,Delivered
ORD000359,CUST10410,13-11-2024,Shipped
ORD000360,CUST04018,20-12-2025,Delivered
ORD000361,CUST10452,14-08-2024,Delivered
ORD000362,CUST28328,08-09-2024,Delivered
ORD000363,CUST10279,25-01-2025,Delivered
ORD000364,CUST24945,02-10-2025,Delivered
ORD000365,CUST43765,14-06-2025,Delivered
ORD000366,CUST01135,13-04-2024,Delivered
ORD000367,CUST30132,29-12-2024,Delivered
ORD000368,CUST37888,09-04-2025,Delivered
ORD000369,CUST38463,10-09-2024,Delivered
ORD000370,CUST22521,14-02-2025,Delivered
ORD000371,CUST21870,18-11-2025,Delivered
ORD000372,CUST36933,25-06-2025,Shipped
ORD000373,CUST05040,08-09-2025,Delivered
ORD000374,CUST21282,06-06-2024,Shipped
ORD000375,CUST47400,10-07-2024,Shipped
ORD000376,CUST10443,06-02-2024,Pending
ORD000377,CUST08253,16-08-2024,Cancelled
ORD000378,CUST27587,25-06-2025,Delivered
ORD000379,CUST17569,26-10-2025,Delivered
ORD000380,CUST20811,19-03-2024,Delivered
ORD000381,CUST01552,07-12-2025,Shipped
ORD000382,CUST12626,23-03-2024,Delivered
ORD000383,CUST34398,21-01-2025,Cancelled
ORD000384,CUST26250,29-09-2025,Delivered
ORD000385,CUST01362,27-12-2024,Shipped
ORD000386,CUST26150,19-09-2025,Cancelled
ORD000387,CUST04371,30-09-2024,Delivered
ORD000388,CUST05284,01-11-2024,Shipped
ORD000389,CUST07611,01-09-2025,Delivered
ORD000390,CUST43327,02-03-2025,Shipped
ORD000391,CUST14925,12-01-2025,Returned
ORD000392,CUST47608,03-03-2024,Returned
ORD000393,CUST44718,09-02-2024,Delivered
ORD000394,CUST10627,28-04-2025,Delivered
ORD000395,CUST34762,09-05-2025,Shipped
ORD000396,CUST00870,29-05-2024,Cancelled
ORD000397,CUST31553,09-08-2024,Delivered
ORD000398,CUST01015,06-12-2025,Delivered
ORD000399,CUST10104,30-12-2025,Delivered
ORD000400,CUST16987,15-12-2025,Delivered
ORD000401,CUST44782,16-06-2025,Shipped
ORD000402,CUST30472,18-09-2024,Delivered
ORD000403,CUST33459,28-07-2024,Delivered
ORD000404,CUST25070,01-08-2025,Pending
ORD000405,CUST16874,17-10-2025,Delivered
ORD000406,CUST23249,16-07-2024,Delivered
ORD000407,CUST23625,01-02-2024,Delivered
ORD000408,CUST43517,29-02-2024,Delivered
ORD000409,CUST29062,22-01-2024,Delivered
ORD000410,CUST24171,19-01-2025,Shipped
ORD000411,CUST08025,24-11-2025,Delivered
ORD000412,CUST16679,25-08-2024,Delivered
ORD000413,CUST38257,24-03-2025,Shipped
ORD000414,CUST20412,04-09-2024,Pending
ORD000415,CUST43804,12-04-2024,Delivered
ORD000416,CUST19297,19-02-2025,Delivered
ORD000417,CUST26294,31-03-2024,Cancelled
ORD000418,CUST27173,31-08-2025,Delivered
ORD000419,CUST21129,20-05-2024,Delivered
ORD000420,CUST18258,01-03-2024,Delivered
ORD000421,CUST12856,03-06-2024,Cancelled
ORD000422,CUST19643,05-06-2024,Pending
ORD000423,CUST35586,26-11-2024,Delivered
ORD000424,CUST20026,20-06-2024,Delivered
ORD000425,CUST04459,06-11-2024,Shipped
ORD000426,CUST05308,30-10-2025,Delivered
ORD000427,CUST41702,25-06-2025,Cancelled
ORD000428,CUST18426,31-12-2025,Delivered
ORD000429,CUST49832,04-10-2024,Delivered
ORD000430,CUST43428,30-06-2024,Delivered
ORD000431,CUST28274,26-01-2024,Delivered
ORD000432,CUST38507,02-12-2025,Delivered
ORD000433,CUST05669,23-08-2025,Delivered
ORD000434,CUST25935,01-06-2025,Delivered
ORD000435,CUST47196,10-10-2024,Delivered
ORD000436,CUST07698,04-02-2024,Delivered
ORD000437,CUST24418,10-06-2024,Delivered
ORD000438,CUST16447,10-03-2024,Delivered
ORD000439,CUST40598,11-12-2025,Delivered
ORD000440,CUST10752,25-07-2025,Shipped
ORD000441,CUST46219,11-03-2025,Returned
ORD000442,CUST07353,16-05-2024,Delivered
ORD000443,CUST13517,25-10-2024,Delivered
ORD000444,CUST23300,09-02-2024,Delivered
ORD000445,CUST31958,24-10-2025,Delivered
ORD000446,CUST28928,27-06-2025,Pending
ORD000447,CUST41095,05-06-2025,Cancelled
ORD000448,CUST36413,21-02-2024,Delivered
ORD000449,CUST29494,23-09-2025,Delivered
ORD000450,CUST26712,10-02-2024,Delivered
ORD000451,CUST08004,10-12-2025,Delivered
ORD000452,CUST31708,31-01-2024,Delivered
ORD000453,CUST03279,04-10-2024,Shipped
ORD000454,CUST07297,09-11-2025,Delivered
ORD000455,CUST25399,06-06-2024,Cancelled
ORD000456,CUST35843,27-07-2025,Returned
ORD000457,CUST13262,30-03-2024,Delivered
ORD000458,CUST11174,06-04-2024,Delivered
ORD000459,CUST30450,26-03-2025,Returned
ORD000460,CUST41081,06-07-2025,Delivered
ORD000461,CUST01638,17-07-2024,Delivered
ORD000462,CUST31782,29-05-2025,Shipped
ORD000463,CUST13653,15-09-2024,Delivered
ORD000464,CUST05104,22-03-2024,Delivered
ORD000465,CUST25501,21-09-2024,Delivered
ORD000466,CUST49797,28-03-2024,Returned
ORD000467,CUST34801,17-07-2025,Shipped
ORD000468,CUST35530,11-09-2024,Delivered
ORD000469,CUST47964,17-05-2025,Delivered
ORD000470,CUST18453,20-06-2025,Delivered
ORD000471,CUST49394,06-03-2024,Returned
ORD000472,CUST31175,15-11-2024,Cancelled
ORD000473,CUST35437,29-06-2024,Delivered
ORD000474,CUST47407,09-04-2025,Returned
ORD000475,CUST15955,21-01-2024,Returned
ORD000476,CUST17187,15-06-2025,Delivered
ORD000477,CUST12357,10-08-2024,Pending
ORD000478,CUST32964,27-05-2025,Delivered
ORD000479,CUST02188,15-03-2025,Cancelled
ORD000480,CUST11708,20-10-2025,Delivered
ORD000481,CUST35099,17-08-2025,Delivered
ORD000482,CUST26936,14-05-2025,Returned
ORD000483,CUST21226,24-02-2024,Delivered
ORD000484,CUST03607,15-06-2024,Shipped
ORD000485,CUST32829,27-09-2025,Delivered
ORD000486,CUST26490,24-12-2024,Delivered
ORD000487,CUST14388,29-11-2025,Delivered
ORD000488,CUST03928,22-09-2024,Delivered
ORD000489,CUST06297,24-02-2025,Delivered
ORD000490,CUST30445,03-08-2024,Delivered
ORD000491,CUST46391,17-10-2025,Delivered
ORD000492,CUST46894,05-11-2025,Delivered
ORD000493,CUST02592,30-01-2024,Delivered
ORD000494,CUST44896,20-08-2024,Delivered
ORD000495,CUST48517,20-01-2025,Delivered
ORD000496,CUST26148,15-06-2024,Delivered
ORD000497,CUST38890,13-05-2025,Delivered
ORD000498,CUST01201,20-10-2025,Delivered
ORD000499,CUST15722,01-01-2025,Shipped
ORD000500,CUST19239,26-11-2025,Delivered
ORD000501,CUST11088,07-11-2024,Returned
ORD000502,CUST30817,03-11-2025,Pending
ORD000503,CUST23409,04-04-2024,Shipped
ORD000504,CUST39741,12-08-2025,Delivered
ORD000505,CUST00137,16-11-2024,Delivered
ORD000506,CUST17414,19-03-2024,Shipped
ORD000507,CUST48115,03-12-2025,Delivered
ORD000508,CUST18979,25-06-2024,Delivered
ORD000509,CUST00662,02-08-2025,Returned
ORD000510,CUST35241,23-07-2025,Delivered
ORD000511,CUST27254,20-08-2024,Delivered
ORD000512,CUST26885,14-04-2024,Pending
ORD000513,CUST32855,23-02-2024,Cancelled
ORD000514,CUST10705,22-10-2024,Delivered
ORD000515,CUST38988,23-03-2024,Delivered
ORD000516,CUST24528,30-09-2025,Delivered
ORD000517,CUST16323,01-06-2025,Cancelled
ORD000518,CUST47518,09-02-2025,Cancelled
ORD000519,CUST06969,01-01-2025,Delivered
ORD000520,CUST27519,01-08-2024,Delivered
ORD000521,CUST46365,04-04-2024,Delivered
ORD000522,CUST27887,24-02-2024,Shipped
ORD000523,CUST01701,22-09-2024,Delivered
ORD000524,CUST28247,23-01-2025,Delivered
ORD000525,CUST35469,26-09-2025,Delivered
ORD000526,CUST23200,03-04-2025,Cancelled
ORD000527,CUST44590,24-09-2024,Cancelled
ORD000528,CUST32116,21-06-2025,Delivered
ORD000529,CUST05521,27-11-2024,Delivered
ORD000530,CUST44279,12-07-2025,Delivered
ORD000531,CUST36456,29-10-2024,Delivered
ORD000532,CUST49749,27-10-2025,Delivered
ORD000533,CUST20930,18-04-2025,Shipped
ORD000534,CUST41606,10-04-2025,Delivered
ORD000535,CUST14956,06-03-2025,Pending
ORD000536,CUST44050,30-06-2025,Shipped
ORD000537,CUST13918,25-12-2024,Delivered
ORD000538,CUST04758,12-02-2025,Delivered
ORD000539,CUST13046,24-06-2024,Shipped
ORD000540,CUST41681,09-05-2025,Delivered
ORD000541,CUST04734,30-11-2024,Delivered
ORD000542,CUST30955,10-10-2025,Delivered
ORD000543,CUST31136,25-09-2025,Delivered
ORD000544,CUST07082,09-12-2024,Delivered
ORD000545,CUST41459,01-02-2024,Delivered
ORD000546,CUST23502,12-07-2024,Delivered
ORD000547,CUST21114,03-05-2024,Delivered
ORD000548,CUST34442,28-04-2025,Cancelled
ORD000549,CUST47087,30-04-2025,Delivered
ORD000550,CUST24691,26-12-2024,Delivered
ORD000551,CUST43940,02-01-2025,Delivered
ORD000552,CUST29346,19-02-2024,Delivered
ORD000553,CUST46314,12-10-2024,Delivered
ORD000554,CUST44572,02-11-2024,Shipped
ORD000555,CUST26830,14-06-2025,Delivered
ORD000556,CUST35063,09-11-2024,Delivered
ORD000557,CUST03631,14-11-2024,Delivered
ORD000558,CUST47862,29-08-2025,Delivered
ORD000559,CUST31871,21-05-2024,Delivered
ORD000560,CUST49299,27-10-2024,Delivered
ORD000561,CUST47222,30-11-2025,Delivered
ORD000562,CUST44943,24-04-2024,Pending
ORD000563,CUST03454,07-09-2025,Shipped
ORD000564,CUST37276,17-06-2024,Delivered
ORD000565,CUST43371,18-01-2024,Shipped
ORD000566,CUST38397,20-04-2024,Delivered
ORD000567,CUST08329,05-01-2025,Delivered
ORD000568,CUST15535,23-01-2025,Delivered
ORD000569,CUST19745,30-04-2025,Delivered
ORD000570,CUST19390,11-10-2025,Shipped
ORD000571,CUST36321,30-06-2025,Delivered
ORD000572,CUST49171,11-05-2025,Delivered
ORD000573,CUST35011,11-04-2025,Shipped
ORD000574,CUST14666,15-06-2024,Delivered
ORD000575,CUST37866,16-09-2024,Delivered
ORD000576,CUST08641,09-10-2025,Delivered
ORD000577,CUST34717,10-03-2025,Delivered
ORD000578,CUST25522,06-01-2026,Cancelled
ORD000579,CUST30050,24-03-2024,Delivered
ORD000580,CUST05619,12-11-2024,Delivered
ORD000581,CUST37005,08-11-2025,Returned
ORD000582,CUST01921,07-01-2026,Delivered
ORD000583,CUST43938,03-08-2025,Delivered
