order_id,customer_id,order_date,order_status
ORD000518,CUST47518,2025-02-09,Cancelled
ORD000519,CUST06969,2025-01-01,Delivered
ORD000520,CUST27519,2024-08-01,Delivered
ORD000521,CUST46365,2024-04-04,Delivered
ORD000522,CUST27887,2024-02-24,Shipped
ORD000523,CUST01701,2024-09-22,Delivered
ORD000524,CUST28247,2025-01-23,Delivered
ORD000525,CUST35469,2025-09-26,Delivered
ORD000526,CUST23200,2025-04-03,Cancelled
ORD000527,CUST44590,2024-09-24,Cancelled
ORD000528,CUST32116,2025-06-21,Delivered
ORD000529,CUST05521,2024-11-27,Delivered
ORD000530,CUST44279,2025-07-12,Delivered
ORD000531,CUST36456,2024-10-29,Delivered
ORD000532,CUST49749,2025-10-27,Delivered
ORD000533,CUST20930,2025-04-18,Shipped
ORD000534,CUST41606,2025-04-10,Delivered
ORD000535,CUST14956,2025-03-06,Pending
ORD000536,CUST44050,2025-06-30,Shipped
ORD000537,CUST13918,2024-12-25,Delivered
ORD000538,CUST04758,2025-02-12,Delivered
ORD000539,CUST13046,2024-06-24,Shipped
ORD000540,CUST41681,2025-05-09,Delivered
ORD000541,CUST04734,2024-11-30,Delivered
ORD000542,CUST30955,2025-10-10,Delivered
ORD000543,CUST31136,2025-09-25,Delivered
ORD000544,CUST07082,2024-12-09,Delivered
ORD000545,CUST41459,2024-02-01,Delivered
ORD000546,CUST23502,2024-07-12,Delivered
ORD000547,CUST21114,2024-05-03,Delivered
ORD000548,CUST34442,2025-04-28,Cancelled
ORD000549,CUST47087,2025-04-30,Delivered
ORD000550,CUST24691,2024-12-26,Delivered
ORD000551,CUST43940,2025-01-02,Delivered
ORD000552,CUST29346,2024-02-19,Delivered
ORD000553,CUST46314,2024-10-12,Delivered
ORD000554,CUST44572,2024-11-02,Shipped
ORD000555,CUST26830,2025-06-14,Delivered
ORD000556,CUST35063,2024-11-09,Delivered
ORD000557,CUST03631,2024-11-14,Delivered
ORD000558,CUST47862,2025-08-29,Delivered
ORD000559,CUST31871,2024-05-21,Delivered
ORD000560,CUST49299,2024-10-27,Delivered
ORD000561,CUST47222,2025-11-30,Delivered
ORD000562,CUST44943,2024-04-24,Pending
ORD000563,CUST03454,2025-09-07,Shipped
ORD000564,CUST37276,2024-06-17,Delivered
ORD000565,CUST43371,2024-01-18,Shipped
ORD000566,CUST38397,2024-04-20,Delivered
ORD000567,CUST08329,2025-01-05,Delivered
ORD000568,CUST15535,2025-01-23,Delivered
ORD000569,CUST19745,2025-04-30,Delivered
ORD000570,CUST19390,2025-10-11,Shipped
ORD000571,CUST36321,2025-06-30,Delivered
ORD000572,CUST49171,2025-05-11,Delivered
ORD000573,CUST35011,2025-04-11,Shipped
ORD000574,CUST14666,2024-06-15,Delivered
ORD000575,CUST37866,2024-09-16,Delivered
ORD000576,CUST08641,2025-10-09,Delivered
ORD000577,CUST34717,2025-03-10,Delivered
ORD000578,CUST25522,2026-01-06,Cancelled
ORD000579,CUST30050,2024-03-24,Delivered
ORD000580,CUST05619,2024-11-12,Delivered
ORD000581,CUST37005,2025-11-08,Returned
ORD000582,CUST01921,2026-01-07,Delivered
ORD000583,CUST43938,2025-08-03,Delivered
